participant_id,condition,response_text,novelty_rating,usefulness_rating,originality_rating,creativity_score,semantic_distance,word_count,response_time_minutes,timestamp,creativity_boost,trust_boost
1029,Control,Install more recycling bins in public places || Develop a blockchain-based plastic tracking system,5,5,4,4.666666666666667,0.906,14,6.7,2024-03-01 15:49:00,0.948,1.0
1030,Control,Install more recycling bins in public places || Encourage people to use reusable water bottles || Design self-dissolving plastic alternatives,5,4,5,4.666666666666667,0.853,20,5.5,2024-03-01 19:02:00,0.649,1.0
1031,Control,Implement fines for improper plastic disposal || Launch a plastic-to-cryptocurrency recycling program,5,4,5,4.666666666666667,0.986,12,4.8,2024-03-02 09:04:00,1.2,1.0
1032,Control,Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives,5,5,6,5.333333333333333,0.992,11,7.8,2024-03-02 04:24:00,0.948,1.0
1033,Control,Install more recycling bins in public places || Ban single-use plastic bags in stores || Launch a plastic-to-cryptocurrency recycling program,6,5,4,5.0,0.828,20,6.3,2024-03-02 14:09:00,0.948,1.0
1034,Control,Encourage people to use reusable water bottles || Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives || Develop a blockchain-based plastic tracking system,5,5,5,5.0,0.775,26,5.2,2024-03-02 06:53:00,1.2,1.0
1035,Control,Ban single-use plastic bags in stores || Design self-dissolving plastic alternatives,6,5,5,5.333333333333333,0.787,11,5.6,2024-03-01 10:19:00,0.649,1.0
1036,Control,Implement fines for improper plastic disposal || Design self-dissolving plastic alternatives,6,4,4,4.666666666666667,0.895,11,5.0,2024-03-01 17:07:00,0.948,1.0
1037,Control,Implement fines for improper plastic disposal || Encourage people to use reusable water bottles || Create a gamified recycling app with AR features,5,4,5,4.666666666666667,0.834,23,5.3,2024-03-01 18:26:00,0.649,1.0
1038,Control,Ban single-use plastic bags in stores || Install more recycling bins in public places,5,5,4,4.666666666666667,0.884,14,4.7,2024-03-01 21:31:00,0.649,1.0
1039,Control,Start a plastic recycling awareness campaign || Design self-dissolving plastic alternatives,5,5,4,4.666666666666667,0.817,11,6.8,2024-03-02 09:33:00,0.649,0.948
1040,Control,Install more recycling bins in public places || Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.801,24,6.4,2024-03-01 10:46:00,0.649,1.0
1041,Control,Install more recycling bins in public places || Create a gamified recycling app with AR features,5,4,5,4.666666666666667,0.968,16,6.1,2024-03-02 03:09:00,1.2,1.0
1042,Control,Implement fines for improper plastic disposal || Install more recycling bins in public places || Develop a blockchain-based plastic tracking system,5,4,5,4.666666666666667,0.876,21,7.1,2024-03-02 23:32:00,1.2,1.0
1043,Control,Ban single-use plastic bags in stores || Create a gamified recycling app with AR features,4,5,4,4.333333333333333,0.773,15,4.9,2024-03-01 15:59:00,1.2,1.0
1044,Control,Install more recycling bins in public places,5,6,5,5.333333333333333,0.901,7,3.9,2024-03-02 03:15:00,0.2,1.0
1045,Control,Ban single-use plastic bags in stores || Implement fines for improper plastic disposal || Develop a blockchain-based plastic tracking system,5,5,6,5.333333333333333,0.935,20,6.2,2024-03-02 04:44:00,0.948,0.705
1046,Control,Ban single-use plastic bags in stores || Create a plastic waste art installation that generates electricity,6,4,4,4.666666666666667,0.875,16,5.6,2024-03-02 18:35:00,0.396,1.0
1047,Control,Start a plastic recycling awareness campaign || Design self-dissolving plastic alternatives,5,6,5,5.333333333333333,0.871,11,5.6,2024-03-02 23:40:00,0.396,1.0
1048,Control,Ban single-use plastic bags in stores || Create a plastic waste art installation that generates electricity,4,5,5,4.666666666666667,0.874,16,4.9,2024-03-01 22:47:00,0.649,1.0
1049,Control,Start a plastic recycling awareness campaign || Create a plastic waste art installation that generates electricity,5,5,5,5.0,0.859,16,6.4,2024-03-01 20:08:00,1.2,0.822
1050,Control,Install more recycling bins in public places || Start a plastic recycling awareness campaign || Design self-dissolving plastic alternatives,5,5,3,4.333333333333333,0.848,19,6.1,2024-03-01 18:26:00,1.2,1.0
1051,Early-AI-Labeled,Install more recycling bins in public places || Implement fines for improper plastic disposal || Create a network of water refill stations across the city || Create a plastic waste art installation that generates electricity,6,6,3,5.0,0.506,35,4.8,2024-03-02 06:18:00,0.396,1.0
1052,Early-AI-Labeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Set up smart recycling stations with digital reward systems || Develop a blockchain-based plastic tracking system,5,6,4,5.0,0.567,31,5.1,2024-03-02 15:20:00,0.649,1.0
1053,Early-AI-Labeled,Install more recycling bins in public places || Implement deposit-return systems for plastic items || Develop a blockchain-based plastic tracking system || Launch a plastic-to-cryptocurrency recycling program,7,7,5,6.333333333333333,0.695,27,6.2,2024-03-01 19:16:00,1.2,1.0
1054,Early-AI-Labeled,Start a plastic recycling awareness campaign || Convert agricultural waste into packaging materials || Develop a blockchain-based plastic tracking system,7,6,4,5.666666666666667,0.643,20,6.0,2024-03-01 09:31:00,0.649,1.0
1055,Early-AI-Labeled,Encourage people to use reusable water bottles || Convert agricultural waste into packaging materials || Implement deposit-return systems for plastic items || Design self-dissolving plastic alternatives,7,6,2,5.0,0.532,26,7.0,2024-03-02 18:55:00,0.649,1.0
1056,Early-AI-Labeled,Implement fines for improper plastic disposal || Develop eco-friendly packaging alternatives || Convert agricultural waste into packaging materials || Launch a plastic-to-cryptocurrency recycling program,6,7,5,6.0,0.619,24,4.2,2024-03-01 13:50:00,0.649,1.0
1057,Early-AI-Labeled,Encourage people to use reusable water bottles || Create a network of water refill stations across the city || Design self-dissolving plastic alternatives,7,7,5,6.333333333333333,0.496,23,5.9,2024-03-02 09:39:00,0.948,1.0
1058,Early-AI-Labeled,Ban single-use plastic bags in stores || Set up smart recycling stations with digital reward systems || Design self-dissolving plastic alternatives,6,6,4,5.333333333333333,0.606,21,4.8,2024-03-01 14:07:00,0.396,1.0
1059,Early-AI-Labeled,Implement fines for improper plastic disposal || Convert agricultural waste into packaging materials || Create a plastic waste art installation that generates electricity,6,7,6,6.333333333333333,0.575,23,5.5,2024-03-02 03:18:00,1.2,1.0
1060,Early-AI-Labeled,Install more recycling bins in public places || Implement fines for improper plastic disposal || Create a network of water refill stations across the city || Set up smart recycling stations with digital reward systems || Design self-dissolving plastic alternatives || Launch a plastic-to-cryptocurrency recycling program,7,6,5,6.0,0.585,46,6.1,2024-03-02 02:17:00,1.2,1.0
1061,Early-AI-Labeled,Install more recycling bins in public places || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials,6,7,4,5.666666666666667,0.567,21,5.7,2024-03-01 22:43:00,0.649,1.0
1062,Early-AI-Labeled,Install more recycling bins in public places || Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials || Create a plastic waste art installation that generates electricity || Launch a plastic-to-cryptocurrency recycling program,6,6,5,5.666666666666667,0.758,44,6.9,2024-03-01 10:29:00,1.2,1.0
1063,Early-AI-Labeled,Ban single-use plastic bags in stores || Encourage people to use reusable water bottles || Develop eco-friendly packaging alternatives,6,7,3,5.333333333333333,0.587,19,4.4,2024-03-02 17:07:00,0.396,1.0
1064,Early-AI-Labeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Create a network of water refill stations across the city || Create a plastic waste art installation that generates electricity || Launch a plastic-to-cryptocurrency recycling program,7,7,4,6.0,0.65,40,6.0,2024-03-02 20:00:00,1.2,1.0
1065,Early-AI-Labeled,Ban single-use plastic bags in stores || Install more recycling bins in public places || Develop eco-friendly packaging alternatives || Set up smart recycling stations with digital reward systems || Create a plastic waste art installation that generates electricity,7,6,4,5.666666666666667,0.652,39,5.3,2024-03-01 19:24:00,0.948,1.0
1066,Early-AI-Labeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Create a network of water refill stations across the city || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features,7,6,5,6.0,0.544,41,6.8,2024-03-02 23:36:00,1.2,1.0
1067,Early-AI-Labeled,Install more recycling bins in public places || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features || Design self-dissolving plastic alternatives,7,7,4,6.0,0.668,28,5.1,2024-03-01 12:02:00,1.2,1.0
1068,Early-AI-Labeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Create a network of water refill stations across the city || Launch a plastic-to-cryptocurrency recycling program,6,7,4,5.666666666666667,0.643,30,8.6,2024-03-02 04:56:00,0.948,1.0
1069,Early-AI-Labeled,Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Create a plastic waste art installation that generates electricity,7,7,5,6.333333333333333,0.693,23,5.6,2024-03-01 23:08:00,1.2,1.0
1070,Early-AI-Labeled,Encourage people to use reusable water bottles || Create a network of water refill stations across the city || Implement deposit-return systems for plastic items || Create a plastic waste art installation that generates electricity,7,7,5,6.333333333333333,0.687,35,6.8,2024-03-01 15:16:00,1.2,1.0
1071,Early-AI-Labeled,Ban single-use plastic bags in stores || Set up smart recycling stations with digital reward systems || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features,7,6,5,6.0,0.495,32,6.2,2024-03-02 15:25:00,0.948,1.0
1072,Early-AI-Labeled,Encourage people to use reusable water bottles || Install more recycling bins in public places || Create a network of water refill stations across the city,7,7,3,5.666666666666667,0.507,26,7.5,2024-03-02 20:08:00,0.396,1.0
1073,Early-AI-Labeled,Install more recycling bins in public places || Develop eco-friendly packaging alternatives || Create a gamified recycling app with AR features,6,6,6,6.0,0.759,21,3.8,2024-03-01 20:36:00,1.2,1.0
1074,Early-AI-Labeled,Ban single-use plastic bags in stores || Implement deposit-return systems for plastic items || Design self-dissolving plastic alternatives || Create a plastic waste art installation that generates electricity,7,7,6,6.666666666666667,0.618,28,5.2,2024-03-02 14:46:00,1.2,1.0
1075,Early-AI-Labeled,Implement fines for improper plastic disposal || Convert agricultural waste into packaging materials || Develop a blockchain-based plastic tracking system,7,6,5,6.0,0.582,20,5.9,2024-03-02 07:51:00,1.2,1.0
1076,Early-AI-Labeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Implement deposit-return systems for plastic items || Create a plastic waste art installation that generates electricity,6,6,4,5.333333333333333,0.575,30,4.1,2024-03-02 08:59:00,1.2,0.948
1077,Early-AI-Labeled,Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Implement deposit-return systems for plastic items,6,6,4,5.333333333333333,0.53,23,5.0,2024-03-01 15:13:00,0.649,1.0
1078,Early-AI-Labeled,Start a plastic recycling awareness campaign || Convert agricultural waste into packaging materials || Develop eco-friendly packaging alternatives || Create a plastic waste art installation that generates electricity || Develop a blockchain-based plastic tracking system,6,6,5,5.666666666666667,0.532,35,4.5,2024-03-01 19:50:00,1.2,1.0
1079,Early-AI-Labeled,Encourage people to use reusable water bottles || Install more recycling bins in public places || Create a network of water refill stations across the city || Set up smart recycling stations with digital reward systems || Create a plastic waste art installation that generates electricity || Create a gamified recycling app with AR features,7,7,5,6.333333333333333,0.638,55,7.1,2024-03-01 10:19:00,1.2,1.0
1080,Early-AI-Labeled,Start a plastic recycling awareness campaign || Encourage people to use reusable water bottles || Implement deposit-return systems for plastic items || Create a network of water refill stations across the city || Launch a plastic-to-cryptocurrency recycling program,6,7,5,6.0,0.567,38,4.1,2024-03-02 06:18:00,0.948,1.0
1081,Early-AI-Labeled,Encourage people to use reusable water bottles || Ban single-use plastic bags in stores || Convert agricultural waste into packaging materials || Design self-dissolving plastic alternatives || Launch a plastic-to-cryptocurrency recycling program,6,7,5,6.0,0.63,32,4.1,2024-03-01 23:26:00,1.2,1.0
1082,Early-AI-Labeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Develop eco-friendly packaging alternatives || Launch a plastic-to-cryptocurrency recycling program,7,6,4,5.666666666666667,0.495,25,6.5,2024-03-01 09:49:00,1.2,1.0
1083,Early-AI-Labeled,Install more recycling bins in public places || Create a network of water refill stations across the city || Create a gamified recycling app with AR features,6,7,4,5.666666666666667,0.496,27,4.7,2024-03-02 02:51:00,0.948,1.0
1084,Early-AI-Labeled,Encourage people to use reusable water bottles || Ban single-use plastic bags in stores || Implement deposit-return systems for plastic items || Create a network of water refill stations across the city || Launch a plastic-to-cryptocurrency recycling program,6,7,4,5.666666666666667,0.652,38,5.5,2024-03-02 22:04:00,1.2,1.0
1085,Early-AI-Labeled,Start a plastic recycling awareness campaign || Create a network of water refill stations across the city || Convert agricultural waste into packaging materials || Launch a plastic-to-cryptocurrency recycling program,7,7,4,6.0,0.475,30,6.7,2024-03-02 22:46:00,0.948,1.0
1086,Early-AI-Labeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Implement deposit-return systems for plastic items || Develop a blockchain-based plastic tracking system,6,6,3,5.0,0.623,27,6.3,2024-03-02 10:23:00,0.649,1.0
1087,Early-AI-Labeled,Implement fines for improper plastic disposal || Ban single-use plastic bags in stores || Develop eco-friendly packaging alternatives || Develop a blockchain-based plastic tracking system,7,7,5,6.333333333333333,0.682,25,6.3,2024-03-02 19:53:00,1.2,1.0
1088,Early-AI-Labeled,Encourage people to use reusable water bottles || Implement deposit-return systems for plastic items || Create a network of water refill stations across the city || Design self-dissolving plastic alternatives,7,7,5,6.333333333333333,0.424,30,4.9,2024-03-01 15:15:00,0.649,1.0
1089,Early-AI-Labeled,Start a plastic recycling awareness campaign || Ban single-use plastic bags in stores || Develop eco-friendly packaging alternatives || Set up smart recycling stations with digital reward systems,6,6,5,5.666666666666667,0.535,28,5.7,2024-03-01 11:37:00,0.2,1.0
1090,Early-AI-Labeled,Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features,6,6,5,5.666666666666667,0.482,22,5.8,2024-03-02 04:01:00,0.649,1.0
1091,Early-AI-Labeled,Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Create a plastic waste art installation that generates electricity,6,7,4,5.666666666666667,0.501,23,6.0,2024-03-02 10:10:00,0.649,1.0
1092,Early-AI-Labeled,Start a plastic recycling awareness campaign || Develop eco-friendly packaging alternatives || Create a plastic waste art installation that generates electricity || Develop a blockchain-based plastic tracking system,6,7,4,5.666666666666667,0.626,28,5.7,2024-03-02 09:26:00,1.2,1.0
1093,Early-AI-Labeled,Install more recycling bins in public places || Encourage people to use reusable water bottles || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Develop a blockchain-based plastic tracking system,7,6,5,6.0,0.591,37,5.1,2024-03-02 02:57:00,0.948,1.0
1094,Early-AI-Labeled,Install more recycling bins in public places || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features || Create a plastic waste art installation that generates electricity,6,6,5,5.666666666666667,0.641,36,5.7,2024-03-02 02:10:00,1.2,1.0
1095,Early-AI-Labeled,Install more recycling bins in public places || Develop eco-friendly packaging alternatives || Set up smart recycling stations with digital reward systems,7,6,5,6.0,0.69,22,6.5,2024-03-02 11:45:00,0.396,1.0
1096,Early-AI-Labeled,Start a plastic recycling awareness campaign || Implement fines for improper plastic disposal || Convert agricultural waste into packaging materials || Launch a plastic-to-cryptocurrency recycling program || Develop a blockchain-based plastic tracking system,6,7,6,6.333333333333333,0.52,33,4.1,2024-03-02 19:07:00,1.2,1.0
1097,Early-AI-Labeled,Install more recycling bins in public places || Implement fines for improper plastic disposal || Set up smart recycling stations with digital reward systems || Create a plastic waste art installation that generates electricity,7,7,4,6.0,0.596,34,5.7,2024-03-02 08:16:00,0.649,1.0
1098,Early-AI-Labeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features || Create a plastic waste art installation that generates electricity,7,7,6,6.666666666666667,0.584,43,5.8,2024-03-01 10:15:00,1.2,1.0
1099,Early-AI-Labeled,Encourage people to use reusable water bottles || Create a network of water refill stations across the city || Create a gamified recycling app with AR features || Design self-dissolving plastic alternatives,7,7,4,6.0,0.593,32,7.7,2024-03-03 00:13:00,1.2,1.0
1100,Early-AI-Labeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a plastic waste art installation that generates electricity,6,7,4,5.666666666666667,0.568,34,5.1,2024-03-02 00:50:00,0.396,1.0
1101,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Encourage people to use reusable water bottles || Convert agricultural waste into packaging materials || Create a plastic waste art installation that generates electricity,7,7,5,6.333333333333333,0.895,31,5.5,2024-03-01 22:28:00,1.2,1.0
1102,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Encourage people to use reusable water bottles || Develop eco-friendly packaging alternatives || Create a network of water refill stations across the city || Develop a blockchain-based plastic tracking system || Create a plastic waste art installation that generates electricity,7,7,4,6.0,0.719,47,7.9,2024-03-03 00:10:00,1.2,1.0
1103,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Implement deposit-return systems for plastic items || Create a gamified recycling app with AR features || Launch a plastic-to-cryptocurrency recycling program,7,6,6,6.333333333333333,0.728,29,6.0,2024-03-02 22:37:00,1.2,1.0
1104,Early-AI-Unlabeled,Install more recycling bins in public places || Convert agricultural waste into packaging materials || Design self-dissolving plastic alternatives || Create a plastic waste art installation that generates electricity,6,6,5,5.666666666666667,0.708,29,5.7,2024-03-01 10:07:00,1.2,1.0
1105,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Implement fines for improper plastic disposal || Convert agricultural waste into packaging materials,7,6,4,5.666666666666667,0.636,20,5.3,2024-03-02 00:52:00,0.948,1.0
1106,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Develop eco-friendly packaging alternatives || Create a network of water refill stations across the city || Create a gamified recycling app with AR features || Launch a plastic-to-cryptocurrency recycling program,6,6,5,5.666666666666667,0.65,37,4.9,2024-03-02 07:24:00,1.2,1.0
1107,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a network of water refill stations across the city || Design self-dissolving plastic alternatives,7,7,4,6.0,0.698,32,5.2,2024-03-02 04:51:00,0.396,1.0
1108,Early-AI-Unlabeled,Install more recycling bins in public places || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials || Design self-dissolving plastic alternatives,5,6,4,5.0,0.739,26,5.7,2024-03-01 14:37:00,1.2,1.0
1109,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Develop eco-friendly packaging alternatives || Launch a plastic-to-cryptocurrency recycling program,6,7,4,5.666666666666667,0.623,18,5.3,2024-03-02 10:58:00,0.649,1.0
1110,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Develop a blockchain-based plastic tracking system,6,7,3,5.333333333333333,0.595,35,5.2,2024-03-01 14:44:00,0.2,1.0
1111,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Install more recycling bins in public places || Develop eco-friendly packaging alternatives || Convert agricultural waste into packaging materials,6,6,3,5.0,0.675,27,5.9,2024-03-02 12:16:00,0.396,1.0
1112,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials || Launch a plastic-to-cryptocurrency recycling program || Develop a blockchain-based plastic tracking system,7,7,4,6.0,0.736,33,4.4,2024-03-02 07:14:00,1.2,1.0
1113,Early-AI-Unlabeled,Install more recycling bins in public places || Start a plastic recycling awareness campaign || Develop eco-friendly packaging alternatives || Design self-dissolving plastic alternatives || Develop a blockchain-based plastic tracking system,6,7,4,5.666666666666667,0.747,31,5.7,2024-03-02 10:33:00,1.2,1.0
1114,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features,5,5,4,4.666666666666667,0.562,33,5.0,2024-03-02 13:00:00,0.2,1.0
1115,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Install more recycling bins in public places || Develop eco-friendly packaging alternatives || Design self-dissolving plastic alternatives,7,7,5,6.333333333333333,0.729,24,3.8,2024-03-02 07:48:00,1.2,1.0
1116,Early-AI-Unlabeled,Install more recycling bins in public places || Ban single-use plastic bags in stores || Set up smart recycling stations with digital reward systems || Create a gamified recycling app with AR features || Launch a plastic-to-cryptocurrency recycling program,7,7,5,6.333333333333333,0.766,39,5.8,2024-03-02 11:20:00,1.2,1.0
1117,Early-AI-Unlabeled,Ban single-use plastic bags in stores || Implement fines for improper plastic disposal || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials || Develop a blockchain-based plastic tracking system || Launch a plastic-to-cryptocurrency recycling program,5,7,5,5.666666666666667,0.778,40,6.9,2024-03-01 13:41:00,1.2,1.0
1118,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Implement deposit-return systems for plastic items || Design self-dissolving plastic alternatives || Create a gamified recycling app with AR features,7,6,5,6.0,0.763,27,7.2,2024-03-02 04:54:00,1.2,1.0
1119,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a network of water refill stations across the city,7,6,4,5.666666666666667,0.588,34,5.9,2024-03-03 00:33:00,0.2,1.0
1120,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Create a network of water refill stations across the city || Convert agricultural waste into packaging materials || Develop a blockchain-based plastic tracking system || Design self-dissolving plastic alternatives,7,6,6,6.333333333333333,0.748,37,3.7,2024-03-02 18:20:00,1.2,1.0
1121,Early-AI-Unlabeled,Encourage people to use reusable water bottles || Implement deposit-return systems for plastic items || Convert agricultural waste into packaging materials || Design self-dissolving plastic alternatives,7,6,6,6.333333333333333,0.826,26,7.6,2024-03-01 23:36:00,1.2,1.0
1122,Early-AI-Unlabeled,Start a plastic recycling awareness campaign || Set up smart recycling stations with digital reward systems || Create a network of water refill stations across the city || Create a plastic waste art installation that generates electricity,6,6,4,5.333333333333333,0.679,37,4.9,2024-03-02 02:01:00,0.948,1.0
1123,Early-AI-Unlabeled,Implement fines for improper plastic disposal || Set up smart recycling stations with digital reward systems || Develop eco-friendly packaging alternatives || Create a plastic waste art installation that generates electricity,7,6,5,6.0,0.715,31,6.8,2024-03-02 16:58:00,0.948,1.0
